student_id,gender,age,parental_education,family_income,internet_access,study_environment,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,online_courses_completed,tutoring,final_exam_score,previous_gpa,pass_fail,grade_category,internet_access_enc,tutoring_enc,gender_enc,parental_education_enc,family_income_enc,study_environment_enc,pass_fail_enc,grade_A,grade_B,grade_C,grade_D,grade_F,productive_hours,study_attendance,engagement_score,disadvantage_index,social_study_ratio
S05919,Male,16,Master,High,Yes,Quiet,3.06,100.0,7.04,2.1,100.0,1,No,42.4,1.62,Fail,F,1,0,0,2,2,2,0,0,0,0,0,1,10.1,306.0,100.0,1,0.6862745075611945
S05920,Male,16,Master,Medium,Yes,Quiet,2.53,80.8,6.8,3.8,52.3,1,Yes,32.8,1.49,Fail,F,1,1,0,2,1,2,0,0,0,0,0,1,9.33,204.42399999999998,66.55,0,1.5019762786483153
S05921,Male,17,Master,Medium,Yes,Moderate,2.45,72.9,6.03,3.5,89.7,2,No,42.7,1.74,Fail,F,1,0,0,2,1,1,0,0,0,0,0,1,8.48,178.60500000000002,81.30000000000001,1,1.4285714227405248
S05922,Male,18,Master,High,Yes,Moderate,3.65,79.9,7.41,4.2,81.7,1,Yes,31.8,0.96,Fail,F,1,1,0,2,2,1,0,0,0,0,0,1,11.06,291.635,80.80000000000001,0,1.150684928354288
S05923,Male,15,High School,Low,Yes,Noisy,3.17,79.4,4.59,3.6,100.0,2,No,58.1,2.16,Pass,D,1,0,0,0,0,0,1,0,0,0,1,0,7.76,251.698,89.7,2,1.1356466841146793
S05924,Female,18,Bachelor,Low,Yes,Quiet,3.93,95.8,7.26,2.7,78.0,1,Yes,72.2,2.79,Pass,C,1,1,1,1,0,2,1,0,0,1,0,0,11.19,376.494,86.9,1,0.687022899015209
S05925,Female,18,High School,Medium,Yes,Quiet,3.66,83.9,7.01,1.8,80.6,1,No,48.6,1.85,Fail,F,1,0,1,0,1,2,0,0,0,0,0,1,10.67,307.074,82.25,1,0.4918032773447998
S05926,Female,17,Master,Low,No,Moderate,3.02,86.0,6.19,2.7,51.0,3,No,48.0,1.62,Fail,F,0,0,1,2,0,1,0,0,0,0,0,1,9.21,259.72,68.5,3,0.8940397321389414
S05927,Female,18,High School,Medium,Yes,Quiet,3.46,85.6,5.61,0.3,51.6,0,No,64.6,2.36,Pass,D,1,0,1,0,1,2,1,0,0,0,1,0,9.07,296.176,68.6,1,0.08670520206154565
S05928,Male,18,Master,Medium,Yes,Quiet,2.29,96.7,7.42,2.3,85.5,3,Yes,44.1,1.14,Fail,F,1,1,0,2,1,2,0,0,0,0,0,1,9.71,221.443,91.1,0,1.004366807841193
S05929,Male,15,High School,Medium,Yes,Moderate,2.94,81.8,6.75,0.7,97.1,5,No,49.7,1.98,Fail,F,1,0,0,0,1,1,0,0,0,0,0,1,9.69,240.492,89.44999999999999,1,0.23809523728539034
S05930,Male,18,High School,High,Yes,Moderate,4.61,82.9,7.14,3.2,84.3,3,Yes,56.6,2.14,Pass,D,1,1,0,0,2,1,1,0,0,0,1,0,11.75,382.16900000000004,83.6,0,0.694143165522466
S05931,Male,15,High School,Low,Yes,Moderate,3.01,78.1,5.16,3.8,78.0,3,No,30.4,0.93,Fail,F,1,0,0,0,0,1,0,0,0,0,0,1,8.17,235.08099999999996,78.05,2,1.2624584675665833
S05932,Male,17,High School,Medium,Yes,Moderate,2.74,80.8,7.48,3.0,84.6,2,No,48.4,1.99,Fail,F,1,0,0,0,1,1,0,0,0,0,0,1,10.22,221.392,82.69999999999999,1,1.0948905069529542
S05933,Female,15,Master,Low,Yes,Moderate,3.25,90.3,7.94,2.3,83.0,1,No,52.0,2.37,Pass,D,1,0,1,2,0,1,1,0,0,0,1,0,11.190000000000001,293.47499999999997,86.65,2,0.7076923055147929
S05934,Female,16,High School,Medium,Yes,Quiet,1.6,92.3,6.85,2.1,89.9,1,No,49.6,2.43,Fail,F,1,0,1,0,1,2,0,0,0,0,0,1,8.45,147.68,91.1,1,1.3124999917968752
S05935,Male,16,Bachelor,Medium,Yes,Quiet,3.27,100.0,6.1,4.3,65.6,4,No,47.4,1.72,Fail,F,1,0,0,1,1,2,0,0,0,0,0,1,9.37,327.0,82.8,1,1.3149847054587622
S05936,Male,15,High School,Medium,Yes,Quiet,5.04,84.0,7.43,4.0,83.8,0,Yes,61.8,2.08,Pass,D,1,1,0,0,1,2,1,0,0,0,1,0,12.469999999999999,423.36,83.9,0,0.7936507920760897
S05937,Male,16,High School,Low,Yes,Noisy,2.03,82.4,6.72,0.9,64.8,3,No,45.4,1.86,Fail,F,1,0,0,0,0,0,0,0,0,0,0,1,8.75,167.272,73.6,2,0.4433497515105924
S05938,Female,17,High School,Medium,Yes,Moderate,3.32,89.0,7.86,2.9,96.5,3,Yes,64.4,2.78,Pass,D,1,1,1,0,1,1,1,0,0,0,1,0,11.18,295.47999999999996,92.75,0,0.8734939732726086
S05939,Male,16,High School,Medium,Yes,Moderate,2.97,80.3,7.02,3.0,63.6,5,Yes,32.8,1.15,Fail,F,1,1,0,0,1,1,0,0,0,0,0,1,9.99,238.491,71.95,0,1.0101010066999965
S05940,Male,15,Master,Low,Yes,Quiet,2.94,78.6,4.86,2.2,76.6,2,No,59.4,2.95,Pass,D,1,0,0,2,0,2,1,0,0,0,1,0,7.800000000000001,231.08399999999997,77.6,2,0.7482993171826555
S05941,Male,17,Bachelor,Medium,Yes,Quiet,2.92,88.2,4.65,0.5,89.0,3,No,44.9,1.77,Fail,F,1,0,0,1,1,2,0,0,0,0,0,1,7.57,257.544,88.6,1,0.1712328761259148
S05942,Female,16,High School,Medium,Yes,Noisy,3.86,81.1,6.29,0.0,60.2,2,Yes,67.6,2.65,Pass,C,1,1,1,0,1,0,1,0,0,1,0,0,10.15,313.046,70.65,0,0.0
S05943,Male,17,Bachelor,High,Yes,Noisy,1.68,82.1,7.45,2.8,67.8,2,No,9.1,0.33,Fail,F,1,0,0,1,2,0,0,0,0,0,0,1,9.13,137.928,74.94999999999999,1,1.6666666567460318
S05944,Female,15,High School,High,Yes,Quiet,3.83,91.1,6.51,0.0,100.0,3,Yes,57.1,2.1,Pass,D,1,1,1,0,2,2,1,0,0,0,1,0,10.34,348.913,95.55,0,0.0
S05945,Female,16,High School,Medium,Yes,Noisy,3.08,88.1,7.49,1.7,94.1,1,No,43.4,1.9,Fail,F,1,0,1,0,1,0,0,0,0,0,0,1,10.57,271.348,91.1,1,0.5519480501560128
S05946,Female,17,Bachelor,High,Yes,Quiet,0.88,100.0,6.34,3.5,85.0,3,No,47.4,1.92,Fail,F,1,0,1,1,2,2,0,0,0,0,0,1,7.22,88.0,92.5,1,3.9772726820764466
S05947,Female,17,High School,Medium,Yes,Quiet,3.46,94.2,9.06,3.1,89.7,1,Yes,52.2,2.14,Pass,D,1,1,1,0,1,2,1,0,0,0,1,0,12.52,325.932,91.95,0,0.8959537546359718
S05948,Female,16,Bachelor,High,Yes,Quiet,3.14,77.3,6.81,1.6,54.4,5,No,70.1,3.02,Pass,C,1,0,1,1,2,2,1,0,0,1,0,0,9.95,242.722,65.85,1,0.5095541385046046
S05949,Female,17,Bachelor,Low,Yes,Moderate,1.95,81.0,7.27,3.8,89.4,0,No,40.8,1.63,Fail,F,1,0,1,1,0,1,0,0,0,0,0,1,9.219999999999999,157.95,85.2,2,1.9487179387245235
S05950,Male,17,Master,Medium,Yes,Moderate,3.19,71.3,6.04,3.3,100.0,0,No,48.9,1.96,Fail,F,1,0,0,2,1,1,0,0,0,0,0,1,9.23,227.44699999999997,85.65,1,1.0344827553777969
S05951,Male,15,Master,Medium,Yes,Noisy,1.42,75.3,6.58,1.8,72.6,2,No,42.0,1.81,Fail,F,1,0,0,2,1,0,0,0,0,0,0,1,8.0,106.92599999999999,73.94999999999999,1,1.2676056248760168
S05952,Male,15,High School,Medium,Yes,Quiet,2.18,97.6,7.49,4.8,100.0,0,No,42.6,1.04,Fail,F,1,0,0,0,1,2,0,0,0,0,0,1,9.67,212.768,98.8,1,2.201834852285161
S05953,Female,15,High School,Low,No,Moderate,3.04,82.2,6.95,3.2,73.1,0,No,35.0,1.2,Fail,F,0,0,1,0,0,1,0,0,0,0,0,1,9.99,249.888,77.65,3,1.0526315754847646
S05954,Male,15,High School,Medium,Yes,Quiet,0.98,71.1,4.22,1.3,81.8,1,No,27.8,1.04,Fail,F,1,0,0,0,1,2,0,0,0,0,0,1,5.199999999999999,69.678,76.44999999999999,1,1.3265305987088714
S05955,Female,15,High School,Medium,Yes,Quiet,1.62,65.5,7.5,0.0,59.9,1,No,41.3,2.06,Fail,F,1,0,1,0,1,2,0,0,0,0,0,1,9.120000000000001,106.11000000000001,62.7,1,0.0
S05956,Female,15,Master,Low,Yes,Quiet,1.8,70.3,7.61,2.8,86.5,5,No,52.9,2.39,Pass,D,1,0,1,2,0,2,1,0,0,0,1,0,9.41,126.53999999999999,78.4,2,1.5555555469135802
S05957,Female,16,Master,Medium,Yes,Noisy,3.1,77.0,7.73,1.7,82.2,2,No,46.8,1.89,Fail,F,1,0,1,2,1,0,0,0,0,0,0,1,10.83,238.70000000000002,79.6,1,0.5483870950052029
S05958,Male,15,Bachelor,Medium,Yes,Moderate,3.53,85.0,8.1,2.5,76.7,3,Yes,43.0,1.96,Fail,F,1,1,0,1,1,1,0,0,0,0,0,1,11.629999999999999,300.05,80.85,0,0.7082152954441494
S05959,Female,17,Bachelor,High,No,Quiet,1.93,81.0,7.18,2.1,67.1,1,No,45.2,1.81,Fail,F,0,0,1,1,2,2,0,0,0,0,0,1,9.11,156.32999999999998,74.05,2,1.088082895916669
S05960,Female,16,High School,Medium,Yes,Quiet,1.86,92.0,9.4,0.0,83.4,1,No,52.9,2.34,Pass,D,1,0,1,0,1,2,1,0,0,0,1,0,11.26,171.12,87.7,1,0.0
S05961,Male,17,Bachelor,High,Yes,Moderate,3.17,75.6,7.23,2.1,70.6,0,No,37.9,1.22,Fail,F,1,0,0,1,2,1,0,0,0,0,0,1,10.4,239.652,73.1,1,0.6624605657335629
S05962,Male,15,Master,High,Yes,Quiet,3.13,97.3,4.7,0.8,96.6,2,No,65.6,2.53,Pass,C,1,0,0,2,2,2,1,0,0,1,0,0,7.83,304.549,96.94999999999999,1,0.25559105349651423
S05963,Female,15,Bachelor,Medium,Yes,Noisy,2.16,83.6,7.22,1.7,83.9,0,Yes,43.4,1.75,Fail,F,1,1,1,1,1,0,0,0,0,0,0,1,9.379999999999999,180.576,83.75,0,0.787037033393347
S05964,Female,17,High School,Medium,Yes,Noisy,5.19,89.6,8.12,1.6,72.7,1,No,84.9,3.81,Pass,B,1,0,1,0,1,0,1,0,1,0,0,0,13.309999999999999,465.024,81.15,1,0.3082851631824949
S05965,Male,17,Bachelor,Low,Yes,Moderate,3.22,79.8,5.62,2.6,95.0,2,No,49.6,2.08,Fail,F,1,0,0,1,0,1,0,0,0,0,0,1,8.84,256.956,87.4,2,0.8074534136414491
S05966,Male,17,High School,High,Yes,Moderate,2.8,95.2,6.73,2.9,73.5,3,No,44.0,1.61,Fail,F,1,0,0,0,2,1,0,0,0,0,0,1,9.530000000000001,266.56,84.35,1,1.0357142820153062
S05967,Male,18,Bachelor,Low,Yes,Moderate,2.54,71.7,8.21,3.2,94.6,0,No,45.3,1.97,Fail,F,1,0,0,1,0,1,0,0,0,0,0,1,10.75,182.11800000000002,83.15,2,1.2598425147250296
S05968,Female,18,Bachelor,Medium,No,Quiet,4.21,72.7,6.44,0.0,81.8,0,No,89.7,3.84,Pass,B,0,0,1,1,1,2,1,0,1,0,0,0,10.65,306.067,77.25,2,0.0
S05969,Male,18,High School,Medium,Yes,Quiet,3.65,75.3,6.76,4.6,51.4,2,Yes,42.0,1.57,Fail,F,1,1,0,0,1,2,0,0,0,0,0,1,10.41,274.84499999999997,63.349999999999994,0,1.2602739691499343
S05970,Male,18,Bachelor,High,No,Quiet,0.91,96.8,7.78,0.1,88.8,3,No,45.2,2.19,Fail,F,0,0,0,1,2,2,0,0,0,0,0,1,8.69,88.088,92.8,2,0.10989010868252627
S05971,Male,16,Master,Medium,Yes,Noisy,2.17,82.6,5.72,2.5,79.2,2,Yes,55.1,2.4,Pass,D,1,1,0,2,1,0,1,0,0,0,1,0,7.89,179.242,80.9,0,1.1520737274097985
S05972,Female,15,High School,High,No,Moderate,2.46,75.5,6.99,1.3,88.3,3,Yes,57.6,2.49,Pass,D,0,1,1,0,2,1,1,0,0,0,1,0,9.45,185.73,81.9,1,0.5284552824046533
S05973,Male,17,Master,Low,Yes,Quiet,2.99,83.0,6.03,2.9,83.2,3,Yes,46.4,2.01,Fail,F,1,1,0,2,0,2,0,0,0,0,0,1,9.02,248.17000000000002,83.1,1,0.9698996623080278
S05974,Male,15,Bachelor,Low,Yes,Moderate,3.75,86.7,6.73,0.0,83.3,0,No,60.6,2.5,Pass,D,1,0,0,1,0,1,1,0,0,0,1,0,10.48,325.125,85.0,2,0.0
S05975,Male,17,Bachelor,Medium,Yes,Quiet,1.72,74.2,7.24,4.8,80.6,1,No,27.6,0.69,Fail,F,1,0,0,1,1,2,0,0,0,0,0,1,8.96,127.62400000000001,77.4,1,2.7906976581936185
S05976,Male,15,Master,High,Yes,Noisy,2.9,86.6,8.06,2.0,100.0,3,No,55.9,2.32,Pass,D,1,0,0,2,2,0,1,0,0,0,1,0,10.96,251.14,93.3,1,0.6896551700356719
S05977,Male,16,Bachelor,Medium,Yes,Quiet,5.04,83.6,7.31,3.3,87.9,3,No,75.5,3.2,Pass,C,1,0,0,1,1,2,1,0,0,1,0,0,12.35,421.344,85.75,1,0.654761903462774
S05978,Female,18,Master,High,Yes,Moderate,3.03,79.9,6.43,1.3,53.5,3,Yes,50.2,2.21,Pass,D,1,1,1,2,2,1,1,0,0,0,1,0,9.459999999999999,242.097,66.7,0,0.4290429028744459
S05979,Female,15,High School,Medium,No,Quiet,2.17,72.3,8.2,5.0,57.4,1,No,37.9,1.42,Fail,F,0,0,1,0,1,2,0,0,0,0,0,1,10.37,156.891,64.85,2,2.304147454819597
S05980,Female,17,High School,Medium,Yes,Moderate,1.4,93.9,7.62,0.4,86.5,2,No,38.2,1.72,Fail,F,1,0,1,0,1,1,0,0,0,0,0,1,9.02,131.46,90.2,1,0.28571428367346946
S05981,Male,15,Bachelor,Medium,Yes,Quiet,2.42,80.3,5.06,0.0,71.4,0,No,54.1,2.39,Pass,D,1,0,0,1,1,2,1,0,0,0,1,0,7.4799999999999995,194.326,75.85,1,0.0
S05982,Female,16,Master,Medium,Yes,Quiet,1.71,55.7,7.84,4.5,96.1,1,No,38.2,1.23,Fail,F,1,0,1,2,1,2,0,0,0,0,0,1,9.55,95.247,75.9,1,2.6315789319790706
S05983,Female,16,Master,Low,Yes,Moderate,2.53,88.6,7.06,0.7,84.8,0,No,47.0,1.89,Fail,F,1,0,1,2,0,1,0,0,0,0,0,1,9.59,224.15799999999996,86.69999999999999,2,0.276679840803637
S05984,Female,15,Bachelor,High,Yes,Moderate,3.65,88.8,6.97,2.4,85.7,1,No,54.3,2.64,Pass,D,1,0,1,1,2,1,1,0,0,0,1,0,10.62,324.12,87.25,1,0.6575342447738788
S05985,Male,18,Bachelor,High,Yes,Noisy,3.04,94.3,8.19,4.8,66.2,1,No,46.3,1.63,Fail,F,1,0,0,1,2,0,0,0,0,0,0,1,11.23,286.67199999999997,80.25,1,1.5789473632271467
S05986,Male,17,High School,Medium,Yes,Moderate,2.42,89.1,6.8,1.9,88.6,2,Yes,54.7,2.48,Pass,D,1,1,0,0,1,1,1,0,0,0,1,0,9.219999999999999,215.62199999999999,88.85,0,0.7851239636978349
S05987,Female,16,Phd,Low,Yes,Moderate,0.85,86.4,7.89,2.9,82.6,1,Yes,35.5,1.3,Fail,F,1,1,1,3,0,1,0,0,0,0,0,1,8.74,73.44,84.5,1,3.411764665743945
S05988,Female,16,High School,Low,No,Noisy,4.0,80.1,8.28,3.7,66.0,1,No,57.7,2.3,Pass,D,0,0,1,0,0,0,1,0,0,0,1,0,12.28,320.4,73.05,3,0.9249999976875001
S05989,Male,15,Bachelor,High,Yes,Noisy,2.58,80.2,7.06,2.5,66.0,3,Yes,41.0,1.75,Fail,F,1,1,0,1,2,0,0,0,0,0,0,1,9.64,206.91600000000003,73.1,0,0.9689922443062317
S05990,Male,16,Bachelor,Low,Yes,Moderate,3.13,91.8,7.45,4.5,100.0,2,No,50.9,1.91,Pass,D,1,0,0,1,0,1,1,0,0,0,1,0,10.58,287.334,95.9,2,1.4376996759178924
S05991,Female,16,Bachelor,High,No,Moderate,1.91,83.4,7.69,3.6,88.5,0,No,42.5,1.92,Fail,F,0,0,1,1,2,1,0,0,0,0,0,1,9.6,159.294,85.95,2,1.8848167440585513
S05992,Male,17,High School,Medium,No,Noisy,2.51,70.6,7.46,1.2,74.3,1,No,61.9,2.71,Pass,D,0,0,0,0,1,0,1,0,0,0,1,0,9.969999999999999,177.20599999999996,72.44999999999999,2,0.4780876474976588
S05993,Female,18,Phd,Medium,No,Moderate,2.3,81.6,7.89,3.6,71.8,3,No,44.1,2.05,Fail,F,0,0,1,3,1,1,0,0,0,0,0,1,10.19,187.67999999999998,76.69999999999999,2,1.5652173844990551
S05994,Male,17,Bachelor,High,Yes,Moderate,1.4,84.5,5.96,2.4,80.2,5,Yes,37.7,0.91,Fail,F,1,1,0,1,2,1,0,0,0,0,0,1,7.359999999999999,118.3,82.35,0,1.7142857020408164
S05995,Female,18,Master,Low,Yes,Quiet,1.91,65.1,6.36,2.5,84.3,3,No,48.3,1.86,Fail,F,1,0,1,2,0,2,0,0,0,0,0,1,8.27,124.34099999999998,74.69999999999999,2,1.3089005167073273
S05996,Female,17,High School,Medium,Yes,Moderate,2.98,92.5,5.74,3.0,59.8,0,Yes,45.4,1.78,Fail,F,1,1,1,0,1,1,0,0,0,0,0,1,8.72,275.65,76.15,0,1.006711406017747
S05997,Male,15,Bachelor,High,Yes,Quiet,3.36,85.0,8.69,3.9,78.1,2,No,26.9,1.4,Fail,F,1,0,0,1,2,2,0,0,0,0,0,1,12.049999999999999,285.59999999999997,81.55,1,1.160714282259779
S05998,Female,16,Bachelor,Medium,Yes,Quiet,2.18,71.4,5.32,1.1,49.3,2,Yes,44.0,2.02,Fail,F,1,1,1,1,1,2,0,0,0,0,0,1,7.5,155.65200000000002,60.35,0,0.5045871536486828
S05999,Female,18,Bachelor,Medium,Yes,Noisy,1.56,82.0,8.32,4.5,79.6,0,No,39.8,1.6,Fail,F,1,0,1,1,1,0,0,0,0,0,0,1,9.88,127.92,80.8,1,2.8846153661242604
S06000,Female,15,Master,Medium,Yes,Moderate,2.57,84.0,7.47,4.4,100.0,4,No,45.6,1.84,Fail,F,1,0,1,2,1,1,0,0,0,0,0,1,10.04,215.88,92.0,1,1.712062250147618
S06001,Male,16,High School,Low,No,Moderate,3.94,94.5,6.12,1.6,60.5,1,No,54.5,2.71,Pass,D,0,0,0,0,0,1,1,0,0,0,1,0,10.06,372.33,77.5,3,0.40609136952768693
S06002,Male,16,High School,Low,No,Moderate,1.87,94.2,5.73,5.1,77.9,1,Yes,46.9,1.65,Fail,F,0,1,0,0,0,1,0,0,0,0,0,1,7.6000000000000005,176.15400000000002,86.05000000000001,2,2.727272712688381
S06003,Male,16,Bachelor,Medium,Yes,Quiet,3.02,95.8,6.96,2.2,76.7,1,Yes,76.0,2.47,Pass,C,1,1,0,1,1,2,1,0,0,1,0,0,9.98,289.316,86.25,0,0.7284768187798781
S06004,Female,17,High School,Medium,Yes,Quiet,2.21,88.8,6.78,3.4,63.1,2,No,33.1,1.09,Fail,F,1,0,1,0,1,2,0,0,0,0,0,1,8.99,196.248,75.95,1,1.5384615315001742
S06005,Male,15,Phd,Medium,Yes,Quiet,4.35,78.5,7.4,1.8,73.2,0,No,64.3,2.44,Pass,D,1,0,0,3,1,2,1,0,0,0,1,0,11.75,341.47499999999997,75.85,1,0.4137931024970274
S06006,Female,15,High School,Medium,Yes,Quiet,2.39,75.9,4.8,3.7,60.2,1,No,30.0,1.31,Fail,F,1,0,1,0,1,2,0,0,0,0,0,1,7.1899999999999995,181.401,68.05000000000001,1,1.548117148334238
S06007,Female,16,Bachelor,Low,Yes,Moderate,3.79,78.0,6.81,1.8,65.5,2,No,57.0,2.13,Pass,D,1,0,1,1,0,1,1,0,0,0,1,0,10.6,295.62,71.75,2,0.4749340356861899
S06008,Male,18,High School,Medium,Yes,Noisy,4.22,84.3,6.12,2.7,82.5,4,No,57.4,2.11,Pass,D,1,0,0,0,1,0,1,0,0,0,1,0,10.34,355.746,83.4,1,0.639810425024146
S06009,Male,15,Bachelor,Low,Yes,Quiet,4.85,84.7,8.28,0.0,85.8,0,No,64.8,2.64,Pass,D,1,0,0,1,0,2,1,0,0,0,1,0,13.129999999999999,410.79499999999996,85.25,2,0.0
S06010,Female,17,High School,Low,Yes,Quiet,1.38,95.3,7.41,1.8,75.1,1,No,45.4,2.16,Fail,F,1,0,1,0,0,2,0,0,0,0,0,1,8.79,131.51399999999998,85.19999999999999,2,1.304347816635161
S06011,Female,18,High School,Medium,Yes,Noisy,1.32,82.5,6.49,1.7,100.0,3,No,33.0,1.27,Fail,F,1,0,1,0,1,0,0,0,0,0,0,1,7.8100000000000005,108.9,91.25,1,1.2878787781221304
S06012,Male,18,High School,High,Yes,Moderate,4.4,64.8,8.42,0.0,91.0,2,No,41.3,1.61,Fail,F,1,0,0,0,2,1,0,0,0,0,0,1,12.82,285.12,77.9,1,0.0
S06013,Male,18,High School,Low,Yes,Quiet,4.2,73.1,6.56,3.7,100.0,1,No,44.9,2.23,Fail,F,1,0,0,0,0,2,0,0,0,0,0,1,10.76,307.02,86.55,2,0.8809523788548753
S06014,Male,18,Phd,Medium,Yes,Quiet,2.26,75.2,6.9,1.9,78.2,1,Yes,53.4,2.1,Pass,D,1,1,0,3,1,2,1,0,0,0,1,0,9.16,169.952,76.7,0,0.8407079608818232
S06015,Female,15,High School,Medium,No,Moderate,0.5,75.2,7.27,0.0,64.3,2,No,39.8,1.55,Fail,F,0,0,1,0,1,1,0,0,0,0,0,1,7.77,37.6,69.75,2,0.0
S06016,Female,16,Bachelor,Low,Yes,Quiet,3.1,56.9,7.91,3.4,77.2,4,No,49.0,2.09,Fail,F,1,0,1,1,0,2,0,0,0,0,0,1,11.01,176.39000000000001,67.05,2,1.0967741900104058
S06017,Female,18,Phd,Medium,No,Moderate,1.18,100.0,7.01,4.1,100.0,0,No,47.5,1.53,Fail,F,0,0,1,3,1,1,0,0,0,0,0,1,8.19,118.0,100.0,2,3.474576241740879
S06018,Female,17,Master,High,Yes,Moderate,2.01,63.2,8.42,2.3,65.0,3,Yes,52.7,1.93,Pass,D,1,1,1,2,2,1,1,0,0,0,1,0,10.43,127.032,64.1,0,1.144278601272246
S06019,Female,17,Phd,Medium,Yes,Noisy,3.22,79.3,6.6,0.2,92.7,3,No,54.8,2.06,Pass,D,1,0,1,3,1,0,1,0,0,0,1,0,9.82,255.346,86.0,1,0.06211180104934223
S06020,Male,16,Phd,Low,Yes,Moderate,3.38,91.6,6.02,0.0,64.6,1,No,49.3,2.02,Fail,F,1,0,0,3,0,1,0,0,0,0,0,1,9.399999999999999,309.60799999999995,78.1,2,0.0
S06021,Male,15,Bachelor,Medium,Yes,Quiet,4.9,90.9,8.59,0.7,74.5,4,No,53.4,2.21,Pass,D,1,0,0,1,1,2,1,0,0,0,1,0,13.49,445.4100000000001,82.7,1,0.14285714256559764
S06022,Female,16,Bachelor,Medium,Yes,Quiet,2.55,70.3,6.69,1.3,72.5,3,No,55.1,2.46,Pass,D,1,0,1,1,1,2,1,0,0,0,1,0,9.24,179.265,71.4,1,0.5098039195693964
S06023,Female,18,High School,Low,Yes,Moderate,1.83,97.1,7.59,5.1,66.2,1,Yes,25.6,0.94,Fail,F,1,1,1,0,0,1,0,0,0,0,0,1,9.42,177.69299999999998,81.65,1,2.786885230672758
S06024,Male,15,Bachelor,Low,Yes,Quiet,4.1,95.6,7.77,2.2,91.7,0,No,54.5,2.22,Pass,D,1,0,0,1,0,2,1,0,0,0,1,0,11.87,391.9599999999999,93.65,2,0.5365853645449138
S06025,Male,15,Master,Low,Yes,Quiet,3.45,83.2,9.08,0.6,100.0,1,No,63.6,2.47,Pass,D,1,0,0,2,0,2,1,0,0,0,1,0,12.530000000000001,287.04,91.6,2,0.17391304297416507
S06026,Male,18,Bachelor,Low,Yes,Quiet,2.56,85.3,6.7,1.6,93.5,2,No,52.2,2.43,Pass,D,1,0,0,1,0,2,1,0,0,0,1,0,9.26,218.368,89.4,2,0.6249999975585938
S06027,Male,17,Bachelor,Low,No,Moderate,3.04,75.9,7.53,4.1,80.4,3,No,56.0,1.96,Pass,D,0,0,0,1,0,1,1,0,0,0,1,0,10.57,230.73600000000002,78.15,3,1.3486842060898545
S06028,Female,18,Bachelor,Medium,Yes,Moderate,2.55,87.5,6.22,3.3,57.7,3,No,46.5,1.92,Fail,F,1,0,1,1,1,1,0,0,0,0,0,1,8.77,223.12499999999997,72.6,1,1.2941176419838525
S06029,Male,16,High School,Medium,Yes,Quiet,3.83,87.3,6.52,2.6,81.9,2,No,45.9,1.53,Fail,F,1,0,0,0,1,2,0,0,0,0,0,1,10.35,334.359,84.6,1,0.6788511731622685
S06030,Female,18,Master,High,Yes,Moderate,5.03,80.1,6.24,2.2,89.4,1,Yes,48.7,2.24,Fail,F,1,1,1,2,2,1,0,0,0,0,0,1,11.27,402.90299999999996,84.75,0,0.4373757446573047
S06031,Male,17,Bachelor,Medium,No,Moderate,2.13,91.5,7.85,2.5,78.6,2,No,45.9,2.02,Fail,F,0,0,0,1,1,1,0,0,0,0,0,1,9.98,194.89499999999998,85.05,2,1.173708914677423
S06032,Male,18,High School,High,Yes,Noisy,3.51,88.3,7.92,2.7,99.9,2,Yes,50.1,2.22,Pass,D,1,1,0,0,2,0,1,0,0,0,1,0,11.43,309.933,94.1,0,0.7692307670392287
S06033,Male,16,Master,Medium,Yes,Noisy,1.16,100.0,7.37,2.2,77.0,1,Yes,52.8,2.15,Pass,D,1,1,0,2,1,0,1,0,0,0,1,0,8.53,115.99999999999999,88.5,0,1.8965517077883478
S06034,Female,16,Bachelor,Low,No,Noisy,1.71,76.0,6.22,2.7,71.0,3,Yes,29.4,0.91,Fail,F,0,1,1,1,0,0,0,0,0,0,0,1,7.93,129.96,73.5,2,1.5789473591874426
S06035,Female,17,Master,Medium,Yes,Noisy,3.68,98.3,6.35,2.0,94.8,5,No,53.8,2.72,Pass,D,1,0,1,2,1,0,1,0,0,0,1,0,10.03,361.744,96.55,1,0.5434782593927221
S06036,Male,16,Bachelor,High,Yes,Moderate,2.92,76.5,6.3,1.2,93.0,0,No,52.6,2.55,Pass,D,1,0,0,1,2,1,1,0,0,0,1,0,9.219999999999999,223.38,84.75,1,0.41095890270219554
S06037,Female,16,High School,Low,Yes,Moderate,1.67,90.3,7.36,2.1,100.0,1,No,39.5,1.69,Fail,F,1,0,1,0,0,1,0,0,0,0,0,1,9.030000000000001,150.801,95.15,2,1.2574850224102694
S06038,Female,18,Master,Low,Yes,Quiet,3.01,59.0,5.42,3.0,87.8,2,Yes,46.5,1.6,Fail,F,1,1,1,2,0,2,0,0,0,0,0,1,8.43,177.58999999999997,73.4,1,0.9966777375525657
S06039,Male,15,Bachelor,Medium,Yes,Moderate,4.05,79.9,6.6,1.4,67.9,1,No,58.9,2.3,Pass,D,1,0,0,1,1,1,1,0,0,0,1,0,10.649999999999999,323.595,73.9,1,0.3456790114921506
S06040,Male,16,High School,Medium,No,Quiet,1.26,89.7,5.66,3.1,41.1,5,No,30.9,1.23,Fail,F,0,0,0,0,1,2,0,0,0,0,0,1,6.92,113.022,65.4,2,2.4603174407911315
