student_id,gender,age,parental_education,family_income,internet_access,study_hours_per_day,attendance_rate,sleep_hours,social_media_hours,assignment_completion_rate,participation_score,online_courses_completed,tutoring,math_score,reading_score,writing_score,science_score,final_exam_score,previous_gpa,pass_fail,grade_category,gender_encoded,internet_access_encoded,tutoring_encoded,pass_fail_encoded,parental_education_encoded,family_income_encoded,grade_category_encoded,study_environment_Moderate,study_environment_Noisy,study_environment_Quiet,avg_subject_score,study_efficiency,engagement_score,academic_risk,sleep_quality,total_learning_hours,subject_score_range
S06109,Female,15,High School,Medium,Yes,2.37,84.2,6.11,0.0,99.8,55.2,2,No,69.3,60.2,55.5,76.3,67.5,2.51,Pass,C,0,1,0,1,0,1,2,0,0,1,65.325,23.7,79.73333333333335,0,1,3.37,20.799999999999997
S06110,Female,18,High School,Medium,Yes,2.56,85.6,9.1,2.2,90.3,96.6,4,Yes,40.7,40.7,44.6,57.2,46.0,1.74,Fail,F,0,1,1,0,0,1,0,0,0,1,45.8,1.1130434782608694,90.83333333333331,0,1,4.5600000000000005,16.5
S06111,Female,15,High School,High,Yes,2.97,95.2,6.57,2.9,71.4,81.9,3,No,33.6,58.5,65.2,51.5,53.1,1.74,Pass,D,0,1,0,1,0,2,1,0,0,1,52.2,0.9900000000000001,82.83333333333334,0,1,4.470000000000001,31.6
S06112,Female,17,High School,High,No,1.44,69.2,8.11,3.2,84.2,77.5,5,No,28.8,40.2,32.9,26.8,34.3,1.33,Fail,F,0,0,0,0,0,2,0,0,0,1,32.175000000000004,0.4363636363636363,76.96666666666667,1,2,3.94,13.400000000000002
S06113,Male,16,High School,Medium,Yes,3.79,92.4,6.87,3.7,75.2,86.5,1,No,50.4,40.4,38.9,52.5,45.7,1.32,Fail,F,1,1,0,0,0,1,0,0,0,1,45.55,0.9973684210526316,84.7,0,1,4.29,13.600000000000001
S06114,Male,18,PhD,Medium,Yes,0.5,88.4,5.8,1.6,76.6,70.6,3,No,19.4,32.3,30.8,29.4,27.9,0.93,Fail,F,1,1,0,0,3,1,0,0,1,0,27.975,0.2941176470588235,78.53333333333333,1,0,2.0,12.899999999999999
S06115,Male,18,Master,Low,Yes,3.65,68.8,5.92,4.8,85.9,67.7,0,Yes,36.7,47.7,50.3,50.6,43.2,1.47,Fail,F,1,1,1,0,2,0,0,0,0,1,46.324999999999996,0.7448979591836735,74.13333333333334,0,0,3.65,13.899999999999999
S06116,Male,15,Master,Low,Yes,3.38,92.0,6.21,3.9,99.0,68.1,3,No,59.4,58.2,53.8,61.2,58.6,2.68,Pass,D,1,1,0,1,2,0,1,0,0,1,58.14999999999999,0.845,86.36666666666667,0,1,4.88,7.400000000000006
S06117,Male,15,Master,Low,Yes,3.6,100.0,9.15,2.7,91.4,63.0,0,Yes,68.0,59.6,74.1,70.9,66.2,2.47,Pass,C,1,1,1,1,2,0,2,1,0,0,68.15,1.2857142857142856,84.8,0,1,3.6,14.499999999999993
S06118,Male,16,High School,Medium,Yes,0.69,88.3,6.77,1.5,79.9,80.4,2,Yes,39.9,47.4,32.3,28.5,35.4,1.33,Fail,F,1,1,1,0,0,1,0,0,1,0,37.025,0.43124999999999997,82.86666666666666,1,1,1.69,18.9
S06119,Female,18,High School,Low,Yes,3.35,90.5,7.18,5.4,81.5,84.4,0,No,37.1,59.0,36.0,58.5,46.6,1.89,Fail,F,0,1,0,0,0,0,0,1,0,0,47.65,0.6090909090909091,85.46666666666667,0,2,3.35,23.0
S06120,Female,17,High School,Low,No,2.35,74.3,7.68,3.6,85.4,80.2,2,Yes,49.4,47.5,41.3,29.4,39.6,1.68,Fail,F,0,0,1,0,0,0,0,0,0,1,41.9,0.6351351351351351,79.96666666666667,0,2,3.35,20.0
S06121,Male,17,Master,Medium,Yes,4.92,78.8,7.5,1.8,97.7,63.3,1,No,43.9,55.6,48.1,73.7,56.3,1.94,Pass,D,1,1,0,1,2,1,1,1,0,0,55.325,2.589473684210526,79.93333333333332,0,2,5.42,29.800000000000004
S06122,Male,18,Bachelor,Medium,Yes,3.43,74.8,7.86,4.6,100.0,61.5,3,No,53.1,42.4,50.0,51.3,47.1,1.91,Fail,F,1,1,0,0,1,1,0,0,0,1,49.2,0.7297872340425533,78.76666666666667,0,2,4.93,10.700000000000003
S06123,Female,18,High School,Medium,No,1.59,89.0,6.47,2.8,81.9,100.0,1,No,24.7,47.9,41.1,37.7,38.3,1.3,Fail,F,0,0,0,0,0,1,0,0,1,0,37.849999999999994,0.5482758620689656,90.3,1,1,2.09,23.2
S06124,Female,18,High School,Medium,Yes,0.97,79.8,5.82,4.8,76.9,64.5,2,No,43.0,30.3,30.9,26.9,34.6,1.69,Fail,F,0,1,0,0,0,1,0,0,1,0,32.775,0.1979591836734694,73.73333333333333,1,0,1.97,16.1
S06125,Female,16,Bachelor,Low,Yes,2.26,79.2,6.06,1.2,82.4,91.1,1,Yes,37.6,40.2,50.5,44.2,44.9,2.04,Fail,F,0,1,1,0,1,0,0,1,0,0,43.125,1.7384615384615383,84.23333333333333,0,1,2.76,12.899999999999999
S06126,Male,17,Bachelor,Low,No,3.97,92.0,5.47,2.2,95.5,64.1,3,No,53.9,41.6,51.5,60.5,52.6,2.24,Pass,D,1,0,0,1,1,0,1,0,0,1,51.875,1.726086956521739,83.86666666666667,0,0,5.470000000000001,18.9
S06127,Female,17,Master,Low,Yes,4.38,100.0,6.48,4.6,87.8,64.5,0,No,73.4,46.7,64.2,63.1,66.6,2.19,Pass,C,0,1,0,1,2,0,2,0,0,1,61.85,0.9319148936170214,84.10000000000001,0,1,4.38,26.700000000000003
S06128,Male,15,High School,Low,Yes,3.22,84.1,4.30875,1.5,72.3,76.5,0,Yes,64.0,39.4,52.5,48.2,51.2,1.88,Pass,D,1,1,1,1,0,0,1,0,1,0,51.025000000000006,2.0125,77.63333333333334,0,0,3.22,24.6
S06129,Male,15,Master,Medium,Yes,3.1,69.3,7.72,2.1,80.2,92.9,3,No,37.1,38.1,41.1,49.6,36.9,1.68,Fail,F,1,1,0,0,2,1,0,1,0,0,41.475,1.409090909090909,80.80000000000001,0,2,4.6,12.5
S06130,Female,18,Bachelor,Medium,Yes,2.6,85.4,7.57,0.0,80.2,75.8,4,No,53.5,48.1,62.3,65.5,57.3,2.21,Pass,D,0,1,0,1,1,1,1,0,0,1,57.349999999999994,26.0,80.46666666666667,0,2,4.6,17.4
S06131,Female,15,Bachelor,Medium,No,2.97,86.9,6.02,3.1,70.3,61.1,3,No,54.3,31.6,56.8,52.1,44.7,1.81,Fail,F,0,0,0,0,1,1,0,0,0,1,48.699999999999996,0.928125,72.76666666666665,0,1,4.470000000000001,25.199999999999996
S06132,Male,16,Master,Medium,Yes,4.46,93.3,5.62,4.2,70.1,100.0,2,No,62.5,68.5,58.8,57.8,60.7,2.62,Pass,D,1,1,0,1,2,1,1,1,0,0,61.900000000000006,1.0372093023255815,87.8,0,0,5.46,10.700000000000003
S06133,Female,17,Master,High,Yes,2.58,81.8,8.53,1.1,61.9,73.5,1,No,47.9,50.9,51.1,54.3,50.3,2.26,Pass,D,0,1,0,1,2,2,1,0,1,0,51.05,2.15,72.39999999999999,0,2,3.08,6.399999999999999
S06134,Female,17,High School,Low,Yes,3.79,93.8,7.97,3.2,77.8,66.5,1,Yes,67.2,55.4,53.0,62.9,60.2,2.33,Pass,D,0,1,1,1,0,0,1,1,0,0,59.625,1.1484848484848484,79.36666666666667,0,2,4.29,14.200000000000003
S06135,Male,15,High School,Low,Yes,2.37,92.3,6.74,1.7,97.0,79.3,3,No,46.6,39.4,50.4,32.9,39.4,1.57,Fail,F,1,1,0,0,0,0,0,0,0,1,42.325,1.3166666666666667,89.53333333333333,0,1,3.87,17.5
S06136,Female,18,Bachelor,Medium,Yes,4.22,82.0,6.32,0.2,95.3,54.4,3,Yes,57.8,59.0,62.9,65.1,61.9,2.64,Pass,D,0,1,1,1,1,1,1,1,0,0,61.199999999999996,14.066666666666663,77.23333333333335,0,1,5.72,7.299999999999997
S06137,Male,15,Bachelor,Medium,No,3.69,93.2,7.04,2.0,79.6,82.2,1,No,60.9,59.5,61.4,70.5,61.1,1.99,Pass,D,1,0,0,1,1,1,1,0,0,1,63.075,1.7571428571428571,85.0,0,2,4.1899999999999995,11.0
S06138,Male,18,Bachelor,Medium,Yes,4.17,94.3,5.56,1.6,100.0,54.4,3,No,65.1,50.5,54.0,59.6,57.1,2.45,Pass,D,1,1,0,1,1,1,1,0,1,0,57.3,2.452941176470588,82.9,0,0,5.67,14.599999999999994
S06139,Female,16,Master,Medium,Yes,5.26,74.1,7.29,2.7,79.2,79.9,5,Yes,72.9,61.1,68.2,63.3,68.4,2.6,Pass,C,0,1,1,1,2,1,2,0,0,1,66.375,1.8785714285714283,77.73333333333333,0,2,7.76,11.800000000000004
S06140,Male,17,High School,Low,Yes,0.5,94.6,5.8,2.0,74.9,93.9,0,No,31.1,32.3,38.7,31.6,34.6,1.0,Fail,F,1,1,0,0,0,0,0,1,0,0,33.425,0.23809523809523808,87.80000000000001,1,0,0.5,7.600000000000001
S06141,Male,16,Bachelor,Medium,Yes,3.9,83.8,4.61,4.5,50.3,56.8,2,No,56.6,52.0,54.9,55.3,55.5,2.28,Pass,D,1,1,0,1,1,1,1,0,0,1,54.7,0.8478260869565218,63.63333333333333,0,0,4.9,4.600000000000001
S06142,Female,17,High School,Low,Yes,3.56,82.5,6.19,1.7,83.0,71.8,2,No,52.5,59.9,52.1,54.2,53.9,2.35,Pass,D,0,1,0,1,0,0,1,0,0,1,54.675,1.9777777777777779,79.1,0,1,4.5600000000000005,7.799999999999997
S06143,Female,16,Master,Medium,Yes,3.54,83.9,5.98,2.3,66.6,75.3,2,Yes,44.4,50.4,33.7,44.7,46.0,1.78,Fail,F,0,1,1,0,2,1,0,1,0,0,43.3,1.475,75.26666666666667,0,0,4.54,16.699999999999996
S06144,Female,15,PhD,High,Yes,3.29,97.4,8.81,2.9,100.0,84.3,2,No,67.6,61.7,77.1,68.9,70.7,2.7,Pass,C,0,1,0,1,3,2,2,0,1,0,68.825,1.0966666666666667,93.9,0,2,4.29,15.399999999999991
S06145,Male,16,Bachelor,Low,Yes,3.29,97.4,8.67,2.4,61.3,77.7,1,No,48.4,51.8,52.7,53.3,50.2,1.86,Pass,D,1,1,0,1,1,0,1,0,0,1,51.55,1.316,78.80000000000001,0,2,3.79,4.899999999999999
S06146,Male,16,High School,Low,Yes,3.4,89.8,5.88,1.7,99.3,71.3,2,No,34.2,55.5,50.7,56.8,54.3,1.77,Pass,D,1,1,0,1,0,0,1,1,0,0,49.3,1.8888888888888888,86.8,0,0,4.4,22.599999999999994
S06147,Female,15,Master,Low,Yes,4.09,87.7,6.9,2.6,83.1,90.3,1,No,61.7,55.9,67.2,63.8,64.5,2.26,Pass,D,0,1,0,1,2,0,1,1,0,0,62.150000000000006,1.5148148148148146,87.03333333333333,0,1,4.59,11.300000000000004
S06148,Male,17,Bachelor,Low,Yes,3.99,84.0,6.34,3.3,62.8,73.4,2,No,53.9,55.3,59.6,54.2,50.9,2.02,Pass,D,1,1,0,1,1,0,1,1,0,0,55.75,1.173529411764706,73.4,0,1,4.99,5.700000000000003
S06149,Female,17,High School,Medium,No,2.97,100.0,8.84,3.8,55.1,60.2,3,No,42.2,35.3,39.6,27.4,34.2,1.4,Fail,F,0,0,0,0,0,1,0,1,0,0,36.125,0.7615384615384616,71.76666666666667,0,2,4.470000000000001,14.800000000000004
S06150,Female,15,Master,Medium,Yes,2.78,78.2,5.18,0.0,85.6,53.5,2,No,39.6,43.5,41.1,31.6,37.9,2.02,Fail,F,0,1,0,0,2,1,0,0,0,1,38.949999999999996,27.799999999999997,72.43333333333334,0,0,3.78,11.899999999999999
S06151,Male,16,PhD,High,Yes,3.02,80.5,7.47,3.3,66.2,87.8,1,No,60.1,39.7,54.4,51.5,51.7,2.15,Pass,D,1,1,0,1,3,2,1,1,0,0,51.425000000000004,0.8882352941176471,78.16666666666667,0,2,3.52,20.4
S06152,Female,16,Bachelor,Medium,Yes,2.5,88.0,8.28,1.5,50.4,91.9,3,Yes,59.9,49.5,53.9,50.9,52.7,2.49,Pass,D,0,1,1,1,1,1,1,0,1,0,53.550000000000004,1.5625,76.76666666666667,0,2,4.0,10.399999999999999
S06153,Male,16,Bachelor,Low,Yes,5.14,75.9,6.45,4.2,100.0,72.6,7,No,44.3,55.5,55.7,43.8,51.7,1.98,Pass,D,1,1,0,1,1,0,1,0,1,0,49.825,1.1953488372093024,82.83333333333333,0,1,8.64,11.900000000000006
S06154,Male,18,High School,Low,Yes,1.48,95.5,7.02,3.9,93.0,47.9,0,No,30.4,39.1,45.1,39.7,39.4,1.77,Fail,F,1,1,0,0,0,0,0,1,0,0,38.575,0.37,78.8,1,2,1.48,14.700000000000003
S06155,Female,17,Bachelor,Low,Yes,3.9,70.3,8.05,3.9,62.8,61.8,3,No,62.6,48.9,62.6,55.1,58.4,2.31,Pass,D,0,1,0,1,1,0,1,0,1,0,57.3,0.975,64.96666666666667,0,2,5.4,13.700000000000003
S06156,Male,16,Bachelor,Low,Yes,3.89,77.9,5.89,1.6,52.7,90.2,1,Yes,46.0,34.7,45.0,50.5,46.6,1.79,Fail,F,1,1,1,0,1,0,0,0,0,1,44.05,2.288235294117647,73.60000000000001,0,0,4.390000000000001,15.799999999999997
S06157,Female,17,High School,Medium,Yes,2.36,81.0,7.64,0.4,97.7,78.2,3,Yes,45.2,48.4,58.6,38.1,47.5,2.14,Fail,F,0,1,1,0,0,1,0,1,0,0,47.574999999999996,4.72,85.63333333333333,0,2,3.86,20.5
S06158,Male,16,High School,Low,Yes,3.36,75.0,5.45,4.4,59.7,47.5,2,No,18.9,26.5,35.7,26.3,27.3,0.86,Fail,F,1,1,0,0,0,0,0,1,0,0,26.849999999999998,0.7466666666666666,60.73333333333334,0,0,4.359999999999999,16.800000000000004
S06159,Male,15,High School,High,Yes,4.52,95.4,5.4,4.3,81.5,77.5,3,No,49.0,65.1,65.6,71.8,64.8,2.79,Pass,D,1,1,0,1,0,2,1,0,0,1,62.875,1.0272727272727273,84.8,0,0,6.02,22.799999999999997
S06160,Male,15,High School,Medium,Yes,2.6,71.9,7.85,0.0,86.6,69.2,1,No,48.3,51.0,59.9,59.2,54.0,2.5,Pass,D,1,1,0,1,0,1,1,0,1,0,54.599999999999994,26.0,75.9,0,2,3.1,11.600000000000001
S06161,Female,17,Bachelor,Medium,No,4.57,75.4,6.03,4.6,72.3,83.3,3,No,63.6,62.7,52.0,51.4,60.9,2.2,Pass,D,0,0,0,1,1,1,1,0,0,1,57.425000000000004,0.9723404255319151,76.99999999999999,0,1,6.07,12.200000000000003
S06162,Male,17,Bachelor,Medium,Yes,4.34,78.2,7.18,3.0,65.3,63.4,1,No,61.6,45.5,38.3,43.0,48.7,1.93,Fail,F,1,1,0,0,1,1,0,0,0,1,47.099999999999994,1.4,68.96666666666667,0,2,4.84,23.300000000000004
S06163,Female,15,Bachelor,Medium,Yes,2.15,93.4,5.82,2.7,51.5,89.9,5,No,38.1,40.5,39.3,50.9,44.0,1.94,Fail,F,0,1,0,0,1,1,0,0,0,1,42.199999999999996,0.7678571428571428,78.26666666666667,0,0,4.65,12.799999999999997
S06164,Male,18,High School,Medium,Yes,1.67,99.5,7.28,1.3,86.9,66.3,2,No,37.5,38.6,41.0,42.0,36.7,1.48,Fail,F,1,1,0,0,0,1,0,0,0,1,39.775,1.1928571428571426,84.23333333333333,1,2,2.67,4.5
S06165,Male,15,Bachelor,Medium,Yes,3.2,90.2,5.34,4.0,100.0,29.35,2,No,52.8,42.2,48.1,50.3,47.5,1.93,Fail,F,1,1,0,0,1,1,0,1,0,0,48.349999999999994,0.7804878048780489,73.18333333333334,0,0,4.2,10.599999999999994
S06166,Female,16,Master,Low,Yes,1.51,71.9,8.3,1.8,62.8,60.7,0,Yes,35.2,25.0,17.4,19.7,23.3,1.24,Fail,F,0,1,1,0,2,0,0,1,0,0,24.325,0.7947368421052631,65.13333333333333,1,2,1.51,17.800000000000004
S06167,Female,18,Bachelor,High,Yes,0.5,78.8,7.81,1.8,65.0,73.8,3,No,33.1,25.5,33.7,23.8,27.4,0.74,Fail,F,0,1,0,0,1,2,0,0,0,1,29.025000000000002,0.2631578947368421,72.53333333333333,1,2,2.0,9.900000000000002
S06168,Female,15,PhD,Low,Yes,2.41,100.0,6.4,0.0,91.6,72.0,2,Yes,56.5,54.4,58.9,67.2,60.6,2.05,Pass,D,0,1,1,1,3,0,1,0,1,0,59.25,24.1,87.86666666666667,0,1,3.41,12.800000000000004
S06169,Female,18,Bachelor,Medium,Yes,5.61,85.3,5.14,1.4,43.4,62.7,0,No,52.6,47.4,57.2,40.0,51.0,2.07,Pass,D,0,1,0,1,1,1,1,0,0,1,49.3,3.74,63.800000000000004,0,0,5.61,17.200000000000003
S06170,Female,18,Bachelor,Medium,Yes,2.46,70.5,6.8,1.0,68.2,46.6,2,No,58.6,57.4,59.4,64.6,60.5,2.23,Pass,D,0,1,0,1,1,1,1,0,1,0,60.0,2.2363636363636363,61.76666666666667,0,1,3.46,7.199999999999996
S06171,Male,18,High School,Low,Yes,3.46,100.0,6.64,0.0,83.1,87.3,3,No,69.9,77.8,71.5,70.3,73.8,2.82,Pass,C,1,1,0,1,0,0,2,0,0,1,72.375,34.599999999999994,90.13333333333333,0,1,4.96,7.8999999999999915
S06172,Male,17,Bachelor,Low,Yes,3.84,79.3,6.46,4.8,67.6,94.5,1,Yes,48.2,60.0,52.4,47.5,52.7,1.57,Pass,D,1,1,1,1,1,0,1,1,0,0,52.025,0.7836734693877552,80.46666666666665,0,1,4.34,12.5
S06173,Female,15,Master,Low,No,2.95,84.3,8.05,2.3,87.8,55.8,1,Yes,38.0,40.1,51.3,41.3,39.5,2.23,Fail,F,0,0,1,0,2,0,0,0,0,1,42.675,1.2291666666666667,75.96666666666665,0,2,3.45,13.299999999999997
S06174,Male,17,Master,Medium,Yes,2.6,78.2,8.21,0.4,86.2,83.1,2,Yes,52.2,57.2,56.7,51.9,52.1,1.87,Pass,D,1,1,1,1,2,1,1,1,0,0,54.50000000000001,5.2,82.5,0,2,3.6,5.300000000000004
S06175,Male,17,PhD,Medium,Yes,4.47,75.4,7.43,1.1,81.7,79.3,2,No,57.5,59.6,46.4,56.1,56.6,1.74,Pass,D,1,1,0,1,3,1,1,1,0,0,54.9,3.724999999999999,78.8,0,2,5.47,13.200000000000003
S06176,Male,16,High School,Medium,Yes,3.05,98.0,8.49,1.6,68.6,51.2,2,No,32.3,32.1,36.0,35.9,31.7,1.52,Fail,F,1,1,0,0,0,1,0,0,1,0,34.075,1.7941176470588232,72.6,0,2,4.05,3.8999999999999986
S06177,Female,16,Bachelor,Medium,Yes,2.89,87.0,4.30875,1.6,73.8,75.6,2,No,21.0,39.3,24.9,26.8,29.1,1.18,Fail,F,0,1,0,0,1,1,0,0,0,1,27.999999999999996,1.7,78.8,0,0,3.89,18.299999999999997
S06178,Male,18,Bachelor,Low,Yes,3.96,88.2,6.7,3.7,81.2,100.0,1,No,60.6,63.1,62.4,61.1,62.5,2.75,Pass,D,1,1,0,1,1,0,1,1,0,0,61.8,1.0421052631578946,89.8,0,1,4.46,2.5
S06179,Male,18,Bachelor,Medium,Yes,1.76,72.2,6.65,2.1,83.2,50.1,2,Yes,62.7,49.4,45.8,32.4,44.6,1.78,Fail,F,1,1,1,0,1,1,0,1,0,0,47.574999999999996,0.7999999999999999,68.5,1,1,2.76,30.300000000000004
S06180,Male,16,High School,Medium,Yes,1.48,82.0,7.84,2.6,100.0,90.3,2,Yes,46.4,44.8,40.9,43.4,43.5,1.39,Fail,F,1,1,1,0,0,1,0,0,1,0,43.875,0.548148148148148,90.76666666666667,1,2,2.48,5.5
S06181,Female,16,Master,Medium,Yes,1.05,78.8,6.68,2.1,90.9,69.4,2,No,57.9,39.3,45.7,39.5,47.8,1.98,Fail,F,0,1,0,0,2,1,0,0,1,0,45.599999999999994,0.47727272727272724,79.7,1,1,2.05,18.6
S06182,Male,15,Master,Medium,Yes,3.68,76.7,7.56,4.2,74.4,65.8,3,Yes,53.9,48.2,48.4,40.3,46.5,2.01,Fail,F,1,1,1,0,2,1,0,0,0,1,47.7,0.8558139534883722,72.3,0,2,5.18,13.600000000000001
S06183,Male,18,Bachelor,Medium,Yes,2.8,89.7,6.52,4.6,88.5,89.1,3,Yes,57.0,62.8,57.9,56.7,60.0,2.3,Pass,D,1,1,1,1,1,1,1,1,0,0,58.599999999999994,0.5957446808510639,89.1,0,1,4.3,6.099999999999994
S06184,Female,18,High School,Low,Yes,3.99,81.6,6.33,2.3,89.5,60.6,1,No,50.1,53.9,52.6,76.2,58.9,2.76,Pass,D,0,1,0,1,0,0,1,0,0,1,58.2,1.6625,77.23333333333332,0,1,4.49,26.1
S06185,Female,16,High School,Medium,Yes,3.06,91.9,7.8,1.1,70.2,71.3,3,No,63.9,59.4,57.1,48.1,57.7,2.25,Pass,D,0,1,0,1,0,1,1,1,0,0,57.125,2.55,77.8,0,2,4.5600000000000005,15.799999999999997
S06186,Male,15,Bachelor,Low,Yes,1.35,92.2,7.0,2.3,88.7,68.0,1,No,46.0,50.2,38.6,44.8,41.1,1.68,Fail,F,1,1,0,0,1,0,0,0,1,0,44.900000000000006,0.5625000000000001,82.96666666666668,1,2,1.85,11.600000000000001
S06187,Male,16,High School,Medium,No,2.57,80.6,7.31,0.0,76.5,55.4,1,No,56.4,47.1,52.6,53.5,51.6,2.49,Pass,D,1,0,0,1,0,1,1,0,1,0,52.4,25.699999999999996,70.83333333333334,0,2,3.07,9.299999999999997
S06188,Female,16,Master,Low,Yes,4.08,89.5,5.76,3.0,84.4,88.6,1,No,67.4,65.3,56.8,62.9,59.5,2.7,Pass,D,0,1,0,1,2,0,1,1,0,0,63.1,1.3161290322580645,87.5,0,0,4.58,10.600000000000009
S06189,Female,17,Bachelor,High,Yes,2.69,80.4,7.68,0.5,95.1,77.1,2,No,35.7,24.5,42.1,45.0,40.1,1.75,Fail,F,0,1,0,0,1,2,0,1,0,0,36.825,4.483333333333333,84.2,0,2,3.69,20.5
S06190,Female,18,Bachelor,Medium,Yes,4.42,77.1,5.92,2.2,95.4,100.0,1,Yes,70.7,71.9,73.3,82.0,75.6,3.46,Pass,C,0,1,1,1,1,1,2,1,0,0,74.47500000000001,1.9217391304347824,90.83333333333333,0,0,4.92,11.299999999999997
S06191,Female,15,Bachelor,Medium,Yes,2.46,74.4,8.71,3.2,67.0,72.3,0,No,46.2,44.3,47.6,53.1,47.5,1.71,Fail,F,0,1,0,0,1,1,0,1,0,0,47.8,0.7454545454545454,71.23333333333333,0,2,2.46,8.800000000000004
S06192,Female,17,High School,Medium,Yes,3.86,85.9,6.74,1.6,63.3,68.4,0,No,61.6,54.6,59.0,49.4,54.6,2.21,Pass,D,0,1,0,1,0,1,1,0,0,1,56.15,2.270588235294117,72.53333333333333,0,1,3.86,12.200000000000003
S06193,Female,18,Master,High,Yes,0.86,77.6,6.59,1.8,100.0,65.0,1,Yes,46.0,27.3,32.8,49.3,39.5,1.26,Fail,F,0,1,1,0,2,2,0,1,0,0,38.849999999999994,0.4526315789473684,80.86666666666666,1,1,1.3599999999999999,21.999999999999996
S06194,Female,16,Bachelor,Medium,Yes,2.73,98.8,7.89,2.9,100.0,65.7,2,Yes,39.1,40.0,47.2,42.8,39.3,1.79,Fail,F,0,1,1,0,1,1,0,0,0,1,42.275,0.91,88.16666666666667,0,2,3.73,8.100000000000001
S06195,Male,15,PhD,Low,Yes,2.54,100.0,6.95,1.7,91.0,92.8,1,Yes,78.6,51.5,48.4,50.6,54.2,2.27,Pass,D,1,1,1,1,3,0,1,0,0,1,57.275,1.4111111111111112,94.60000000000001,0,1,3.04,30.199999999999996
S06196,Female,18,Bachelor,High,Yes,1.32,89.7,7.72,3.9,75.6,61.5,1,Yes,49.2,67.1,55.7,58.8,57.5,2.23,Pass,D,0,1,1,1,1,2,1,1,0,0,57.7,0.33,75.6,0,2,1.82,17.89999999999999
S06197,Female,16,Bachelor,Medium,Yes,4.33,87.4,6.7,3.7,75.6,76.9,0,No,71.3,64.6,63.1,58.1,64.8,2.36,Pass,D,0,1,0,1,1,1,1,0,1,0,64.27499999999999,1.1394736842105262,79.96666666666667,0,1,4.33,13.199999999999996
S06198,Male,17,High School,Medium,Yes,2.23,85.2,7.71,3.4,65.3,64.8,2,No,53.4,54.3,56.1,51.6,53.6,2.26,Pass,D,1,1,0,1,0,1,1,1,0,0,53.849999999999994,0.6371428571428571,71.76666666666667,0,2,3.23,4.5
S06199,Female,15,Bachelor,High,Yes,2.11,100.0,6.92,1.6,83.3,50.5,0,Yes,59.2,31.5,51.1,39.0,45.1,1.86,Fail,F,0,1,1,0,1,2,0,1,0,0,45.2,1.241176470588235,77.93333333333334,0,1,2.11,27.700000000000003
S06200,Female,18,Master,Low,Yes,4.56,100.0,7.87,3.4,78.2,74.9,1,No,44.8,54.4,61.4,55.5,55.1,2.37,Pass,D,0,1,0,1,2,0,1,0,1,0,54.025,1.3028571428571427,84.36666666666667,0,2,5.06,16.6
S06201,Male,17,Master,Low,Yes,3.19,83.0,8.15,1.4,78.6,46.8,5,No,29.6,35.5,25.4,29.8,28.2,0.74,Fail,F,1,1,0,0,2,0,0,0,0,1,30.075,2.1266666666666665,69.46666666666665,0,2,5.6899999999999995,10.100000000000001
S06202,Female,16,Master,Medium,Yes,3.94,83.0,5.42,2.4,62.7,73.7,3,No,45.6,42.4,45.6,50.3,48.6,1.69,Fail,F,0,1,0,0,2,1,0,0,0,1,45.974999999999994,1.576,73.13333333333333,0,0,5.4399999999999995,7.899999999999999
S06203,Male,16,High School,Medium,Yes,0.96,88.3,7.36,0.0,94.3,63.2,3,Yes,31.7,33.1,57.0,23.1,34.2,1.32,Fail,F,1,1,1,0,0,1,0,0,1,0,36.225,9.6,81.93333333333334,1,2,2.46,33.9
S06204,Male,18,PhD,Medium,No,2.04,73.2,8.83,4.2,86.7,64.1,1,No,52.0,49.8,39.1,51.0,44.8,1.74,Fail,F,1,0,0,0,3,1,0,0,1,0,47.975,0.4744186046511628,74.66666666666666,0,2,2.54,12.899999999999999
S06205,Male,16,PhD,Medium,Yes,5.5,67.0,7.62,5.1,86.8,68.1,1,No,52.0,55.1,54.5,57.6,58.1,2.58,Pass,D,1,1,0,1,3,1,1,1,0,0,54.8,1.057692307692308,73.96666666666665,0,2,6.0,5.600000000000001
S06206,Male,15,High School,Medium,Yes,4.02,71.6,9.44,2.8,53.2,70.3,1,Yes,39.1,52.8,55.4,47.4,50.3,2.28,Pass,D,1,1,1,1,0,1,1,0,0,1,48.675000000000004,1.386206896551724,65.03333333333333,0,1,4.52,16.299999999999997
S06207,Female,18,Master,Medium,Yes,1.71,82.0,6.07,0.1,57.2,66.9,5,No,37.3,48.4,43.3,35.8,41.3,1.67,Fail,F,0,1,0,0,2,1,0,0,1,0,41.2,8.549999999999999,68.69999999999999,1,1,4.21,12.600000000000001
S06208,Male,17,High School,High,Yes,3.27,75.6,7.26,2.2,63.5,77.9,2,No,75.8,79.4,70.3,63.6,76.4,3.24,Pass,C,1,1,0,1,0,2,2,1,0,0,72.275,1.4217391304347824,72.33333333333333,0,2,4.27,15.800000000000004
S06209,Male,18,Bachelor,Low,Yes,1.81,99.5,7.49,2.6,91.6,70.1,0,No,51.0,38.5,45.5,50.8,43.1,1.74,Fail,F,1,1,0,0,1,0,0,0,0,1,46.45,0.6703703703703704,87.06666666666666,1,2,1.81,12.5
S06210,Female,18,High School,Medium,Yes,4.67,70.3,6.47,2.5,72.7,100.0,2,No,58.0,58.4,54.5,59.4,52.5,2.49,Pass,D,0,1,0,1,0,1,1,0,0,1,57.575,1.796153846153846,81.0,0,1,5.67,4.899999999999999
